country,variety,process,moisture,target
Mexico,Typica,Washed / Wet,0.0000,great
Mexico,Caturra,Washed / Wet,0.1300,poor
Mexico,Typica,Washed / Wet,0.1200,good
Mexico,Typica,Semi-washed / Semi-pulped,0.1100,fair
Mexico,Typica,Washed / Wet,0.1400,poor
Mexico,Catuai,Semi-washed / Semi-pulped,0.1300,poor
Mexico,Other,Washed / Wet,0.1200,poor
Mexico,Other,Washed / Wet,0.1200,poor
Mexico,Other,Washed / Wet,0.1200,poor
Mexico,Other,Washed / Wet,0.1200,poor
Mexico,Typica,Washed / Wet,0.1200,fair
Mexico,Typica,Washed / Wet,0.1100,fair
Mexico,Typica,Washed / Wet,0.1100,poor
Mexico,Typica,Washed / Wet,0.1100,poor
Mexico,Typica,Washed / Wet,0.1000,good
Mexico,Mundo Novo,Washed / Wet,0.1100,poor
Mexico,Bourbon,Washed / Wet,0.1200,poor
Mexico,Bourbon,Natural / Dry,0.1000,great
Mexico,Typica,Natural / Dry,0.1000,good
Mexico,Typica,Washed / Wet,0.1100,poor
Mexico,Typica,Washed / Wet,0.1000,poor
Mexico,Typica,Washed / Wet,0.1000,poor
Mexico,Bourbon,Washed / Wet,0.1300,good
Mexico,Caturra,Semi-washed / Semi-pulped,0.1100,good
Mexico,Pacamara,Washed / Wet,0.1400,good
Mexico,Typica,Washed / Wet,0.1300,good
Mexico,Typica,Washed / Wet,0.1500,good
Mexico,Typica,Washed / Wet,0.1300,fair
Mexico,Typica,Washed / Wet,0.1300,fair
Mexico,Other,Washed / Wet,0.1100,poor
Mexico,Typica,Semi-washed / Semi-pulped,0.1300,good
Mexico,Typica,Semi-washed / Semi-pulped,0.1200,great
Mexico,Other,Washed / Wet,0.1000,good
Mexico,Typica,Washed / Wet,0.1100,good
Mexico,Typica,Washed / Wet,0.1100,poor
Mexico,Typica,Washed / Wet,0.1100,good
Mexico,Typica,Washed / Wet,0.1200,poor
Mexico,Typica,Washed / Wet,0.0000,poor
Mexico,Typica,Washed / Wet,0.0000,good
Mexico,Caturra,Washed / Wet,0.1000,poor
Mexico,Typica,Washed / Wet,0.1100,great
Mexico,Typica,Washed / Wet,0.1200,poor
Mexico,Bourbon,Washed / Wet,0.0000,poor
Mexico,Typica,Washed / Wet,0.0000,poor
Mexico,Typica,Washed / Wet,0.1100,fair
Mexico,Typica,Washed / Wet,0.1000,poor
Mexico,Typica,Washed / Wet,0.1000,poor
Mexico,Bourbon,Washed / Wet,0.1300,fair
Mexico,Pacamara,Washed / Wet,0.1200,great
Mexico,Typica,Natural / Dry,0.1300,poor
Mexico,Typica,Washed / Wet,0.1300,fair
Mexico,Typica,Washed / Wet,0.1300,fair
Mexico,Typica,Washed / Wet,0.1300,poor
Mexico,Catuai,Washed / Wet,0.1200,poor
Mexico,Bourbon,Washed / Wet,0.1300,fair
Mexico,Caturra,Washed / Wet,0.1300,poor
Mexico,Typica,Washed / Wet,0.1200,poor
Mexico,Bourbon,Washed / Wet,0.1200,poor
Mexico,Mundo Novo,Washed / Wet,0.1300,fair
Mexico,Mundo Novo,Washed / Wet,0.1100,poor
Mexico,Pacamara,Washed / Wet,0.1100,poor
Mexico,Typica,Washed / Wet,0.1200,good
Mexico,Mundo Novo,Washed / Wet,0.1200,poor
Mexico,Pacamara,Washed / Wet,0.1200,good
Mexico,Typica,Washed / Wet,0.1200,poor
Mexico,Typica,Washed / Wet,0.1200,good
Mexico,Typica,Washed / Wet,0.1300,good
Mexico,Bourbon,Washed / Wet,0.1200,poor
Mexico,Bourbon,Washed / Wet,0.1100,fair
Mexico,Bourbon,Washed / Wet,0.1100,poor
Mexico,Bourbon,Washed / Wet,0.1300,poor
Mexico,Bourbon,Washed / Wet,0.1200,great
Mexico,Bourbon,Washed / Wet,0.1200,poor
Mexico,Bourbon,Washed / Wet,0.0000,poor
Mexico,Bourbon,Washed / Wet,0.1300,poor
Mexico,Bourbon,Washed / Wet,0.1100,poor
Mexico,Bourbon,Washed / Wet,0.1200,good
Mexico,Bourbon,Washed / Wet,0.1200,good
Mexico,Bourbon,Washed / Wet,0.1300,good
Mexico,Bourbon,Washed / Wet,0.1300,good
Mexico,Mundo Novo,Washed / Wet,0.1200,good
Mexico,Mundo Novo,Washed / Wet,0.1100,great
Mexico,Mundo Novo,Washed / Wet,0.1200,poor
Mexico,Mundo Novo,Washed / Wet,0.1100,poor
Mexico,Other,Washed / Wet,0.1200,good
Mexico,Other,Washed / Wet,0.1200,poor
Mexico,Other,Washed / Wet,0.1200,good
Mexico,Pacamara,Washed / Wet,0.1400,good
Mexico,Typica,Semi-washed / Semi-pulped,0.1400,poor
Mexico,Typica,Washed / Wet,0.1200,poor
Mexico,Typica,Washed / Wet,0.1400,poor
Mexico,Typica,Washed / Wet,0.1200,good
Mexico,Typica,Washed / Wet,0.1100,good
Mexico,Typica,Washed / Wet,0.1100,fair
Mexico,Typica,Washed / Wet,0.0900,great
Mexico,Typica,Washed / Wet,0.1200,poor
Mexico,Typica,Washed / Wet,0.1200,poor
Mexico,Bourbon,Natural / Dry,0.1300,good
Mexico,Caturra,Washed / Wet,0.1300,poor
Mexico,Other,Washed / Wet,0.1300,great
Mexico,Typica,Washed / Wet,0.1200,good
Mexico,Typica,Washed / Wet,0.1300,poor
Mexico,Caturra,Washed / Wet,0.1100,poor
Mexico,Typica,Washed / Wet,0.1200,fair
Mexico,Typica,Washed / Wet,0.1200,good
Mexico,Typica,Washed / Wet,0.1300,poor
Mexico,Typica,Natural / Dry,0.1300,poor
Mexico,Bourbon,Washed / Wet,0.1100,poor
Mexico,Typica,Washed / Wet,0.1400,poor
Mexico,Caturra,Washed / Wet,0.1300,poor
Mexico,Typica,Washed / Wet,0.1200,fair
Mexico,Bourbon,Washed / Wet,0.1400,poor
Mexico,Typica,Semi-washed / Semi-pulped,0.1400,poor
Mexico,Typica,Washed / Wet,0.1400,fair
Mexico,Typica,Washed / Wet,0.1500,poor
Mexico,Typica,Washed / Wet,0.1400,poor
Mexico,Typica,Washed / Wet,0.1600,poor
Mexico,Typica,Washed / Wet,0.1600,poor
Mexico,Typica,Washed / Wet,0.1400,poor
Mexico,Typica,Washed / Wet,0.1500,poor
Mexico,Typica,Washed / Wet,0.1600,poor
Mexico,Typica,Washed / Wet,0.1700,poor
Mexico,Typica,Washed / Wet,0.1500,poor
Mexico,Typica,Washed / Wet,0.1400,poor
Mexico,Typica,Washed / Wet,0.1400,poor
Mexico,Typica,Washed / Wet,0.1100,good
Myanmar,Other,Washed / Wet,0.0000,poor
Myanmar,Other,Washed / Wet,0.0000,poor
Myanmar,Other,Natural / Dry,0.1100,poor
Myanmar,Catuai,Natural / Dry,0.0000,poor
Myanmar,Catuai,Washed / Wet,0.0000,good
Myanmar,Catuai,Washed / Wet,0.0000,fair
Myanmar,Catuai,Washed / Wet,0.0000,fair
Nicaragua,Caturra,other,0.1100,fair
Nicaragua,Caturra,other,0.1000,poor
Nicaragua,Caturra,other,0.1300,poor
Nicaragua,Catuai,Washed / Wet,0.1000,fair
Nicaragua,Caturra,Natural / Dry,0.1200,poor
Nicaragua,Caturra,Natural / Dry,0.1200,great
Nicaragua,Caturra,Washed / Wet,0.1000,good
Nicaragua,Caturra,Washed / Wet,0.1100,poor
Nicaragua,Caturra,Washed / Wet,0.1000,poor
Nicaragua,Caturra,Washed / Wet,0.1100,poor
Nicaragua,Other,Washed / Wet,0.1100,poor
Nicaragua,Caturra,Washed / Wet,0.1000,poor
Nicaragua,Caturra,Washed / Wet,0.1100,poor
Panama,Catuai,Washed / Wet,0.0000,fair
Panama,Caturra,Natural / Dry,0.0900,good
Panama,Caturra,other,0.1100,poor
Panama,Gesha,Washed / Wet,0.0800,great
Peru,Caturra,Washed / Wet,0.0000,good
Peru,Typica,Washed / Wet,0.0000,poor
Philippines,Other,Washed / Wet,0.0000,fair
Philippines,Other,Washed / Wet,0.1100,good
Philippines,Typica,Natural / Dry,0.0000,poor
Philippines,Other,Washed / Wet,0.1400,poor
Rwanda,Bourbon,Washed / Wet,0.1100,great
Taiwan,Typica,Semi-washed / Semi-pulped,0.1100,fair
Taiwan,Typica,Semi-washed / Semi-pulped,0.1100,fair
Taiwan,Typica,Semi-washed / Semi-pulped,0.1100,poor
Taiwan,Typica,Washed / Wet,0.1100,poor
Taiwan,Typica,Washed / Wet,0.1100,poor
Taiwan,Typica,other,0.1100,good
Taiwan,Typica,Semi-washed / Semi-pulped,0.1100,poor
Taiwan,Typica,Washed / Wet,0.1100,fair
Taiwan,Caturra,Natural / Dry,0.1000,good
Taiwan,Sumatra,Pulped natural / honey,0.0000,great
Taiwan,Typica,Washed / Wet,0.1100,good
Taiwan,Typica,Washed / Wet,0.1100,great
Taiwan,Typica,Natural / Dry,0.0000,poor
Taiwan,Typica,other,0.1100,poor
Taiwan,Typica,Semi-washed / Semi-pulped,0.1100,fair
Taiwan,Typica,Semi-washed / Semi-pulped,0.1100,poor
Taiwan,Typica,Washed / Wet,0.1100,fair
Taiwan,Typica,Washed / Wet,0.1100,poor
Taiwan,Typica,Washed / Wet,0.1100,fair
Taiwan,Bourbon,Semi-washed / Semi-pulped,0.1200,great
Taiwan,Bourbon,Washed / Wet,0.1000,fair
Taiwan,Typica,Semi-washed / Semi-pulped,0.1100,great
Taiwan,Typica,Semi-washed / Semi-pulped,0.0000,poor
Taiwan,Typica,Washed / Wet,0.1000,fair
Taiwan,Typica,Washed / Wet,0.1100,poor
Taiwan,Typica,Washed / Wet,0.1100,poor
Taiwan,Typica,Washed / Wet,0.1100,poor
Taiwan,Typica,other,0.1100,fair
Taiwan,Typica,other,0.1100,good
Taiwan,Typica,other,0.1100,fair
Taiwan,Typica,Washed / Wet,0.1100,fair
Taiwan,Typica,Washed / Wet,0.1100,great
Taiwan,Yellow Bourbon,other,0.1100,poor
Taiwan,Caturra,Natural / Dry,0.0900,great
Taiwan,Typica,Natural / Dry,0.0000,good
Taiwan,Typica,Natural / Dry,0.0000,great
Taiwan,Typica,Natural / Dry,0.1200,good
Taiwan,Typica,Natural / Dry,0.0000,good
Taiwan,Typica,Washed / Wet,0.1000,good
Taiwan,Typica,Washed / Wet,0.0000,good
Taiwan,Typica,Washed / Wet,0.0000,poor
Taiwan,Typica,Washed / Wet,0.1200,poor
Taiwan,Typica,Washed / Wet,0.0000,fair
Taiwan,Typica,Washed / Wet,0.0900,fair
Taiwan,Typica,Washed / Wet,0.1200,good
Taiwan,Typica,Washed / Wet,0.1000,poor
Taiwan,Typica,Washed / Wet,0.1000,poor
Taiwan,Typica,Washed / Wet,0.1100,poor
Taiwan,Yellow Bourbon,Natural / Dry,0.0000,good
Taiwan,Yellow Bourbon,Washed / Wet,0.0000,poor
Taiwan,Other,Natural / Dry,0.0000,poor
Taiwan,Other,Washed / Wet,0.0000,poor
Tanzania,Arusha,Washed / Wet,0.1100,fair
Tanzania,Other,Semi-washed / Semi-pulped,0.1200,good
Tanzania,Other,Washed / Wet,0.1300,good
Tanzania,Other,Washed / Wet,0.1200,poor
Tanzania,Other,Washed / Wet,0.1200,poor
Tanzania,Ruiru 11,Washed / Wet,0.1300,poor
Tanzania,Other,Washed / Wet,0.1200,fair
Tanzania,Other,Washed / Wet,0.1200,fair
Tanzania,Other,Washed / Wet,0.1200,poor
Tanzania,Other,Washed / Wet,0.1300,poor
Tanzania,Other,Washed / Wet,0.1200,fair
Tanzania,Other,Washed / Wet,0.1200,fair
Tanzania,Other,Washed / Wet,0.1300,poor
Tanzania,Bourbon,Washed / Wet,0.1300,good
Tanzania,Bourbon,Washed / Wet,0.1200,fair
Tanzania,Bourbon,Washed / Wet,0.1200,poor
Tanzania,Other,Washed / Wet,0.1300,poor
Tanzania,Other,Washed / Wet,0.1200,poor
Tanzania,Other,Washed / Wet,0.1200,poor
Tanzania,Other,Washed / Wet,0.1200,great
Tanzania,Other,Washed / Wet,0.1200,good
Tanzania,Bourbon,Washed / Wet,0.1200,poor
Tanzania,Bourbon,Washed / Wet,0.1200,fair
Tanzania,Other,Washed / Wet,0.1300,good
Tanzania,Other,Washed / Wet,0.1200,poor
Tanzania,Other,Washed / Wet,0.1200,fair
Tanzania,Bourbon,Washed / Wet,0.1300,poor
Tanzania,Bourbon,Washed / Wet,0.1200,good
Tanzania,Other,Washed / Wet,0.1200,fair
Tanzania,Other,Washed / Wet,0.1200,fair
Tanzania,Ruiru 11,Washed / Wet,0.1300,good
Tanzania,Other,Washed / Wet,0.1200,fair
Tanzania,Other,Washed / Wet,0.1200,fair
Tanzania,Bourbon,Washed / Wet,0.1300,fair
Tanzania,Bourbon,Washed / Wet,0.1200,poor
Tanzania,Other,Washed / Wet,0.1200,good
Thailand,Caturra,Washed / Wet,0.1000,great
Thailand,Catimor,Natural / Dry,0.1200,good
Thailand,Catimor,Natural / Dry,0.1000,good
Thailand,Caturra,Washed / Wet,0.1200,fair
Thailand,Caturra,Washed / Wet,0.1200,good
Thailand,Caturra,Washed / Wet,0.1100,fair
Thailand,Caturra,Washed / Wet,0.1100,fair
Thailand,Catimor,Washed / Wet,0.1300,good
Thailand,Other,Washed / Wet,0.1200,great
Thailand,Other,Washed / Wet,0.1200,poor
Uganda,SL14,Natural / Dry,0.1200,fair
Uganda,SL14,Natural / Dry,0.1200,poor
Uganda,SL14,Natural / Dry,0.1200,great
Uganda,SL14,Natural / Dry,0.1200,great
Uganda,SL14,Washed / Wet,0.1200,great
Uganda,SL14,Washed / Wet,0.1200,great
Uganda,SL14,Washed / Wet,0.1100,great
Uganda,SL14,Washed / Wet,0.1100,good
Uganda,SL14,Washed / Wet,0.1200,good
Uganda,SL14,Washed / Wet,0.1100,good
Uganda,SL14,Washed / Wet,0.1000,good
Uganda,SL14,Washed / Wet,0.1200,fair
Uganda,SL14,Washed / Wet,0.1200,good
Uganda,SL14,Washed / Wet,0.1200,great
Uganda,Other,Natural / Dry,0.1300,good
Uganda,Other,Washed / Wet,0.1000,good
Uganda,Bourbon,Natural / Dry,0.1200,good
Uganda,Bourbon,Washed / Wet,0.1200,good
Uganda,Other,Washed / Wet,0.1100,great
Uganda,SL14,Washed / Wet,0.1200,fair
Uganda,Other,Washed / Wet,0.1100,good
Uganda,Other,Washed / Wet,0.1000,great
Uganda,Bourbon,Natural / Dry,0.1200,great
Uganda,SL14,Washed / Wet,0.1200,good
United States,Other,Washed / Wet,0.0000,great
United States,Other,Washed / Wet,0.0000,great
United States,Other,Washed / Wet,0.0000,great
United States,Other,Washed / Wet,0.0000,great
United States,Other,Washed / Wet,0.0000,great
United States,Other,Washed / Wet,0.0000,great
United States,Pache Comun,Natural / Dry,0.0000,poor
United States,Arusha,Natural / Dry,0.1300,poor
United States,Hawaiian Kona,Natural / Dry,0.0000,great
United States,Hawaiian Kona,Natural / Dry,0.1000,poor
United States,Hawaiian Kona,Natural / Dry,0.1100,poor
United States,Hawaiian Kona,Natural / Dry,0.0000,fair
United States,Hawaiian Kona,Natural / Dry,0.0000,good
United States,Hawaiian Kona,Natural / Dry,0.1100,good
United States,Hawaiian Kona,Natural / Dry,0.1000,fair
United States,Hawaiian Kona,Natural / Dry,0.1100,good
United States,Hawaiian Kona,Natural / Dry,0.1100,fair
United States,Hawaiian Kona,Natural / Dry,0.1200,good
United States,Hawaiian Kona,Natural / Dry,0.1000,great
United States,Hawaiian Kona,Natural / Dry,0.0000,good
United States,Hawaiian Kona,Natural / Dry,0.1200,poor
United States,Hawaiian Kona,Natural / Dry,0.1100,poor
United States,Hawaiian Kona,Natural / Dry,0.1200,poor
United States,Hawaiian Kona,Natural / Dry,0.1200,poor
United States,Hawaiian Kona,Natural / Dry,0.1000,good
United States,Hawaiian Kona,Natural / Dry,0.1100,fair
United States,Hawaiian Kona,Natural / Dry,0.1100,poor
United States,Hawaiian Kona,Natural / Dry,0.1200,poor
United States,Hawaiian Kona,Natural / Dry,0.1200,good
United States,Hawaiian Kona,Natural / Dry,0.1200,poor
United States,Hawaiian Kona,Natural / Dry,0.0000,poor
United States,Hawaiian Kona,Natural / Dry,0.0000,poor
United States,Hawaiian Kona,Natural / Dry,0.0000,poor
United States,Hawaiian Kona,Natural / Dry,0.0000,poor
United States,Hawaiian Kona,Natural / Dry,0.1100,poor
United States,Hawaiian Kona,Natural / Dry,0.1000,good
United States,Hawaiian Kona,Natural / Dry,0.1000,great
United States,Hawaiian Kona,Natural / Dry,0.0000,fair
United States,Hawaiian Kona,Natural / Dry,0.1100,good
United States,Hawaiian Kona,Natural / Dry,0.0000,great
United States,Hawaiian Kona,Natural / Dry,0.0000,great
United States,Hawaiian Kona,Natural / Dry,0.0000,great
United States,Hawaiian Kona,Natural / Dry,0.1100,great
United States,Hawaiian Kona,Natural / Dry,0.0000,good
United States,Hawaiian Kona,Natural / Dry,0.1100,great
United States,Hawaiian Kona,Natural / Dry,0.1100,great
United States,Hawaiian Kona,Natural / Dry,0.1100,good
United States,Hawaiian Kona,other,0.0000,great
United States,Hawaiian Kona,other,0.0000,great
United States,Hawaiian Kona,Washed / Wet,0.1200,good
United States,Hawaiian Kona,Washed / Wet,0.1000,fair
United States,Hawaiian Kona,Washed / Wet,0.1000,poor
United States,Hawaiian Kona,Washed / Wet,0.0600,fair
United States,Hawaiian Kona,Washed / Wet,0.1000,poor
United States,Hawaiian Kona,Washed / Wet,0.1200,fair
United States,Hawaiian Kona,Washed / Wet,0.1200,good
United States,Hawaiian Kona,Washed / Wet,0.1200,fair
United States,Hawaiian Kona,Washed / Wet,0.1000,fair
United States,Other,Washed / Wet,0.1200,great
United States,Other,Washed / Wet,0.0000,fair
United States,Other,Washed / Wet,0.1300,poor
United States,Other,Washed / Wet,0.0000,good
Vietnam,Catimor,Natural / Dry,0.0700,fair
Vietnam,Catimor,other,0.0000,poor
Vietnam,Other,Natural / Dry,0.1200,great
Vietnam,Other,Natural / Dry,0.0000,poor
Vietnam,Caturra,Washed / Wet,0.1200,poor
Vietnam,Caturra,other,0.0000,good
Zambia,SL28,Washed / Wet,0.0000,poor