country,variety,process,moisture,elevation,target
Brazil,Mundo Novo,Natural / Dry,0.1100,low,fair
Brazil,Bourbon,Semi-washed / Semi-pulped,0.0000,mid,fair
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,0.1200,mid,great
Brazil,Catuai,Natural / Dry,0.1100,low,fair
Brazil,Catuai,Natural / Dry,0.1100,low,poor
Brazil,Catuai,Natural / Dry,0.0000,mid,good
Brazil,Catuai,Natural / Dry,0.1200,low,great
Brazil,Catuai,Natural / Dry,0.1100,low,fair
Brazil,Catuai,Semi-washed / Semi-pulped,0.1100,low,fair
Brazil,Mundo Novo,Natural / Dry,0.0200,low,good
Brazil,Peaberry,Semi-washed / Semi-pulped,0.1100,low,fair
Brazil,Mundo Novo,Natural / Dry,0.1200,low,good
Brazil,Mundo Novo,Natural / Dry,0.1200,low,fair
Brazil,Mundo Novo,Natural / Dry,0.1200,low,great
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,0.1100,mid,good
Brazil,Catuai,Natural / Dry,0.0000,low,good
Brazil,Bourbon,Pulped natural / honey,0.1100,low,poor
Brazil,Yellow Bourbon,Natural / Dry,0.1200,mid,poor
Brazil,Yellow Bourbon,other,0.1200,mid,poor
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,0.1000,mid,fair
Brazil,Catuai,Natural / Dry,0.1100,low,good
Brazil,Catuai,Natural / Dry,0.1100,low,poor
Brazil,Catuai,Semi-washed / Semi-pulped,0.1100,low,great
Brazil,Catuai,Washed / Wet,0.0900,low,fair
Brazil,Mundo Novo,Natural / Dry,0.1100,low,good
Brazil,Mundo Novo,Natural / Dry,0.1100,low,great
Brazil,Mundo Novo,Natural / Dry,0.1100,low,good
Brazil,Catuai,Natural / Dry,0.1100,low,poor
Brazil,Mundo Novo,Natural / Dry,0.1100,low,fair
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,fair
Brazil,Bourbon,Natural / Dry,0.0000,low,fair
Brazil,Bourbon,Natural / Dry,0.1000,low,fair
Brazil,Bourbon,Natural / Dry,0.0000,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,fair
Brazil,Bourbon,Natural / Dry,0.1100,low,fair
Brazil,Bourbon,Natural / Dry,0.0700,mid,great
Brazil,Bourbon,Natural / Dry,0.1100,low,great
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,fair
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,poor
Brazil,Bourbon,Natural / Dry,0.1200,mid,great
Brazil,Bourbon,Natural / Dry,0.1100,mid,great
Brazil,Bourbon,Natural / Dry,0.0200,low,great
Brazil,Bourbon,Natural / Dry,0.0000,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.0000,low,poor
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,great
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,fair
Brazil,Bourbon,Natural / Dry,0.0200,low,good
Brazil,Bourbon,Natural / Dry,0.0000,low,fair
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.1100,low,good
Brazil,Bourbon,Natural / Dry,0.0000,low,good
Brazil,Bourbon,Semi-washed / Semi-pulped,0.1100,mid,great
Brazil,Bourbon,Semi-washed / Semi-pulped,0.1100,mid,great
Brazil,Bourbon,Semi-washed / Semi-pulped,0.0000,mid,good
Brazil,Bourbon,Semi-washed / Semi-pulped,0.1200,mid,good
Brazil,Bourbon,Semi-washed / Semi-pulped,0.1200,low,fair
Brazil,Bourbon,Semi-washed / Semi-pulped,0.0000,mid,poor
Brazil,Bourbon,Washed / Wet,0.1000,mid,fair
Brazil,Bourbon,Washed / Wet,0.0000,mid,great
Brazil,Catuai,Natural / Dry,0.1200,low,great
Brazil,Catuai,Semi-washed / Semi-pulped,0.1200,low,good
Brazil,Catuai,Semi-washed / Semi-pulped,0.1000,mid,great
Brazil,Catuai,Semi-washed / Semi-pulped,0.1200,low,good
Brazil,Mundo Novo,Natural / Dry,0.0000,low,fair
Brazil,Mundo Novo,Natural / Dry,0.1200,low,fair
Brazil,Mundo Novo,Natural / Dry,0.1200,low,good
Brazil,Mundo Novo,Natural / Dry,0.1200,low,poor
Brazil,Mundo Novo,Semi-washed / Semi-pulped,0.1200,low,fair
Brazil,Mundo Novo,Semi-washed / Semi-pulped,0.1200,low,fair
Brazil,Mundo Novo,Washed / Wet,0.1100,low,good
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,fair
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,great
Brazil,Yellow Bourbon,Natural / Dry,0.0000,mid,poor
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,good
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,good
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,poor
Brazil,Yellow Bourbon,Natural / Dry,0.1000,mid,fair
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,good
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,good
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,poor
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,good
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,fair
Brazil,Yellow Bourbon,Natural / Dry,0.0800,low,great
Brazil,Yellow Bourbon,Natural / Dry,0.0100,low,great
Brazil,Yellow Bourbon,Natural / Dry,0.1000,mid,great
Brazil,Yellow Bourbon,Natural / Dry,0.0000,low,good
Brazil,Yellow Bourbon,Pulped natural / honey,0.1100,low,good
Brazil,Yellow Bourbon,Pulped natural / honey,0.1100,low,fair
Brazil,Yellow Bourbon,Pulped natural / honey,0.1100,low,good
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,0.1200,mid,good
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,0.1100,mid,fair
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,0.0000,mid,fair
Brazil,Yellow Bourbon,Washed / Wet,0.1200,mid,fair
Brazil,Bourbon,Natural / Dry,0.1200,mid,great
Brazil,Bourbon,Semi-washed / Semi-pulped,0.1200,mid,great
Brazil,Yellow Bourbon,Natural / Dry,0.0000,mid,great
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,0.1100,mid,poor
Burundi,Bourbon,Washed / Wet,0.0000,high,good
China,Catimor,Washed / Wet,0.1000,mid,good
China,Catimor,Washed / Wet,0.1100,mid,good
China,Catimor,Pulped natural / honey,0.1200,mid,good
China,Catimor,Natural / Dry,0.1000,low,fair
China,Catimor,Natural / Dry,0.1000,high,great
China,Catimor,Natural / Dry,0.1000,mid,great
China,Catimor,Washed / Wet,0.1000,mid,great
China,Catimor,Washed / Wet,0.1000,high,great
China,Catimor,Washed / Wet,0.1000,mid,fair
China,Catimor,Washed / Wet,0.1000,high,good
China,Catimor,Washed / Wet,0.1000,low,good
China,Catimor,Washed / Wet,0.1100,mid,good
China,Other,Washed / Wet,0.0000,low,great
China,Other,Washed / Wet,0.1700,high,poor
China,Typica,Washed / Wet,0.0000,high,poor
China,Typica,Washed / Wet,0.1000,mid,poor
Colombia,Caturra,Washed / Wet,0.1000,mid,poor
Colombia,Caturra,Washed / Wet,0.1000,mid,poor
Colombia,Other,Washed / Wet,0.1100,mid,good
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,great
Colombia,Other,Washed / Wet,0.1200,high,good
Colombia,Other,Washed / Wet,0.1200,high,good
Colombia,Caturra,Natural / Dry,0.1100,high,great
Colombia,Caturra,Natural / Dry,0.0000,mid,good
Colombia,Caturra,Natural / Dry,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,mid,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,mid,fair
Colombia,Caturra,Natural / Dry,0.0000,mid,good
Colombia,Caturra,Washed / Wet,0.1100,mid,good
Colombia,Caturra,Washed / Wet,0.1100,mid,good
Colombia,Caturra,Washed / Wet,0.0000,mid,fair
Colombia,Caturra,Natural / Dry,0.1100,high,fair
Colombia,Caturra,Natural / Dry,0.0000,low,good
Colombia,Caturra,Natural / Dry,0.1200,low,good
Colombia,Caturra,Natural / Dry,0.0000,low,good
Colombia,Caturra,Natural / Dry,0.0000,high,fair
Colombia,Caturra,Natural / Dry,0.1100,low,good
Colombia,Caturra,Natural / Dry,0.1200,low,good
Colombia,Caturra,Natural / Dry,0.0000,low,poor
Colombia,Caturra,Natural / Dry,0.0000,low,good
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,poor
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,fair
Colombia,Caturra,Washed / Wet,0.1200,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,poor
Colombia,Caturra,Washed / Wet,0.0000,high,poor
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,poor
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1100,low,great
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1200,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1200,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.0000,low,good
Colombia,Caturra,Washed / Wet,0.1100,low,good
Colombia,Caturra,Washed / Wet,0.1200,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.1200,low,good
Colombia,Caturra,Washed / Wet,0.0000,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,fair
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,poor
Colombia,Caturra,Washed / Wet,0.0000,high,great
Colombia,Caturra,Washed / Wet,0.0000,high,great
Colombia,Caturra,Washed / Wet,0.0000,high,great
Colombia,Caturra,Washed / Wet,0.1200,high,great
Colombia,Caturra,Washed / Wet,0.1100,high,great
Colombia,Caturra,Washed / Wet,0.0000,high,great
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,great
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1200,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.0000,low,fair
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1200,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Other,Washed / Wet,0.1200,mid,fair
Colombia,Other,Washed / Wet,0.1100,mid,good
Colombia,Other,Washed / Wet,0.0000,mid,fair
Colombia,Other,Washed / Wet,0.0000,mid,good
Colombia,Typica,Washed / Wet,0.1200,low,fair
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1200,high,good
Colombia,Caturra,Natural / Dry,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Natural / Dry,0.0000,high,great
Colombia,Caturra,Washed / Wet,0.0000,mid,poor
Colombia,Caturra,Natural / Dry,0.0000,low,good
Colombia,Caturra,Natural / Dry,0.1100,low,good
Colombia,Caturra,Natural / Dry,0.1100,low,good
Colombia,Caturra,Natural / Dry,0.0000,low,good
Colombia,Caturra,Natural / Dry,0.1200,mid,great
Colombia,Caturra,Natural / Dry,0.1200,mid,fair
Colombia,Caturra,Natural / Dry,0.1200,mid,great
Colombia,Caturra,Natural / Dry,0.0000,mid,fair
Colombia,Caturra,Washed / Wet,0.1200,mid,good
Colombia,Caturra,Washed / Wet,0.0000,mid,good
Colombia,Caturra,Washed / Wet,0.1100,high,good
Colombia,Caturra,Washed / Wet,0.1100,mid,great
Colombia,Caturra,Washed / Wet,0.0000,mid,great
Colombia,Caturra,Washed / Wet,0.0000,mid,good
Colombia,Other,Washed / Wet,0.0000,mid,good
Colombia,Typica,Natural / Dry,0.0000,high,fair
Colombia,Caturra,Washed / Wet,0.0000,high,good
Colombia,Caturra,Washed / Wet,0.1200,mid,great
Costa Rica,Catuai,Washed / Wet,0.1000,low,fair
Costa Rica,Catuai,Washed / Wet,0.1100,mid,fair
Costa Rica,Catuai,Washed / Wet,0.1000,mid,poor
Costa Rica,Catuai,Washed / Wet,0.1100,mid,poor
Costa Rica,Catuai,Washed / Wet,0.1000,mid,fair
Costa Rica,Catuai,Washed / Wet,0.1100,mid,good
Costa Rica,Catuai,Washed / Wet,0.1000,mid,poor
Costa Rica,Catuai,Washed / Wet,0.1100,mid,good
Costa Rica,Caturra,Washed / Wet,0.1300,mid,poor
Costa Rica,Caturra,Washed / Wet,0.1200,mid,poor
Costa Rica,Caturra,Washed / Wet,0.1200,mid,poor
Costa Rica,Caturra,Washed / Wet,0.1100,mid,poor
Costa Rica,Caturra,Washed / Wet,0.1100,mid,poor
Costa Rica,Caturra,Washed / Wet,0.1100,mid,great
Costa Rica,Caturra,Washed / Wet,0.1000,mid,good
Costa Rica,Caturra,Washed / Wet,0.1200,mid,good
Costa Rica,Catuai,Pulped natural / honey,0.1100,high,fair
Costa Rica,Catuai,Pulped natural / honey,0.0000,high,poor
Costa Rica,Catuai,Washed / Wet,0.0000,mid,poor
Costa Rica,Catuai,Washed / Wet,0.1200,high,great
Costa Rica,Catuai,Washed / Wet,0.1000,mid,good
Costa Rica,Caturra,Washed / Wet,0.1200,high,great
Costa Rica,Caturra,Washed / Wet,0.1100,high,great
Costa Rica,Caturra,Washed / Wet,0.1000,mid,great
Costa Rica,Caturra,Washed / Wet,0.0900,high,good
Costa Rica,Caturra,Washed / Wet,0.0000,high,good
Costa Rica,Caturra,Washed / Wet,0.0000,high,good
Costa Rica,Caturra,Washed / Wet,0.1100,high,poor
Costa Rica,Caturra,Washed / Wet,0.1100,low,fair
Costa Rica,Caturra,Washed / Wet,0.0000,high,fair
Costa Rica,Caturra,Washed / Wet,0.0900,high,fair
Costa Rica,Caturra,Washed / Wet,0.0900,high,fair
Costa Rica,Caturra,Washed / Wet,0.1000,high,fair
Costa Rica,Bourbon,Semi-washed / Semi-pulped,0.1200,mid,great
Costa Rica,Caturra,Washed / Wet,0.0000,mid,fair
Costa Rica,Caturra,Washed / Wet,0.0900,mid,fair
Costa Rica,Caturra,Washed / Wet,0.1100,mid,fair
Costa Rica,Caturra,Washed / Wet,0.1200,low,fair
Costa Rica,Caturra,Washed / Wet,0.1100,low,poor
Costa Rica,Caturra,Washed / Wet,0.1000,mid,good
Costa Rica,Caturra,Washed / Wet,0.0000,mid,great
Costa Rica,Catuai,Washed / Wet,0.1100,mid,good
Costa Rica,Caturra,Washed / Wet,0.0000,mid,great
El Salvador,Bourbon,Natural / Dry,0.1100,mid,great
El Salvador,Bourbon,Washed / Wet,0.1000,mid,great
El Salvador,Bourbon,Washed / Wet,0.0000,mid,great
El Salvador,Bourbon,Washed / Wet,0.1200,mid,good
El Salvador,Bourbon,Washed / Wet,0.0000,mid,poor
El Salvador,Bourbon,Washed / Wet,0.1100,mid,fair
El Salvador,Bourbon,Washed / Wet,0.0000,mid,fair
El Salvador,Bourbon,Washed / Wet,0.0000,mid,fair
El Salvador,Bourbon,Semi-washed / Semi-pulped,0.1100,mid,great
El Salvador,Bourbon,Washed / Wet,0.0000,mid,poor
El Salvador,Bourbon,Washed / Wet,0.0000,mid,good
El Salvador,Bourbon,Washed / Wet,0.0000,mid,poor
El Salvador,Bourbon,Washed / Wet,0.1100,mid,good
El Salvador,Pacas,Washed / Wet,0.0000,mid,good
El Salvador,Pacas,Washed / Wet,0.0000,mid,good
Ethiopia,Other,Natural / Dry,0.0900,high,great
Ethiopia,Ethiopian Heirlooms,Washed / Wet,0.1200,high,great
Ethiopia,Ethiopian Heirlooms,Washed / Wet,0.1200,high,great
Ethiopia,Ethiopian Heirlooms,Washed / Wet,0.1200,high,great
Ethiopia,Ethiopian Heirlooms,Washed / Wet,0.0000,high,good
Ethiopia,Gesha,Natural / Dry,0.1000,high,great
Ethiopia,Gesha,Natural / Dry,0.1000,high,great
Ethiopia,oromia,Natural / Dry,0.1100,high,great
Ethiopia,oromia,Natural / Dry,0.0300,high,great
Ethiopia,oromia,Natural / Dry,0.0300,high,great
Ethiopia,oromia,Natural / Dry,0.1000,high,great
Ethiopia,oromia,Natural / Dry,0.0500,high,great
Ethiopia,oromia,Natural / Dry,0.1000,high,great
Ethiopia,oromia,Natural / Dry,0.1200,high,great
Ethiopia,oromia,Natural / Dry,0.1200,high,good
Ethiopia,oromia,Natural / Dry,0.1000,mid,good
Ethiopia,oromia,Washed / Wet,0.1000,high,great
Ethiopia,oromia,Washed / Wet,0.1000,high,great
Ethiopia,Gesha,Natural / Dry,0.1100,high,good
Ethiopia,yirgacheffe,Natural / Dry,0.0100,high,great
